order_date;product;units_ordered;festivo;weight
2009-05-04;tarta opera;0.0;0.0;0.0
2009-05-04;tortel;246.0;0.0;0.0
2009-05-05;baguette;68.0;0.0;0.0
2009-05-05;croissant petit;99.0;0.0;0.0
2009-05-05;croissant simple;141.0;0.0;0.0
2009-05-05;milhojas frambuesa;10.0;0.0;0.0
2009-05-05;mousse tres chocolates;0.0;0.0;0.0
2009-05-05;palmera chocolate;45.0;0.0;0.0
2009-05-05;postre de fresas y mascarpone;45.0;0.0;0.0
2009-05-05;tarta de manzana;9.0;0.0;0.0
2009-05-05;tarta opera;0.0;0.0;0.0
2009-05-05;tortel;221.0;0.0;0.0
2009-05-06;baguette;70.0;0.0;0.0
2009-05-06;croissant petit;104.0;0.0;0.0
2009-05-06;croissant simple;140.0;0.0;0.0
2009-05-06;milhojas frambuesa;10.0;0.0;0.0
2009-05-06;mousse tres chocolates;1.0;0.0;0.0
2009-05-06;palmera chocolate;34.0;0.0;0.0
2009-05-06;postre de fresas y mascarpone;50.0;0.0;0.0
2009-05-06;tarta de manzana;11.0;0.0;0.0
2009-05-06;tarta opera;0.0;0.0;0.0
2009-05-06;tortel;223.0;0.0;0.0
2009-05-07;baguette;80.0;0.0;0.0
2009-05-07;croissant petit;113.0;0.0;0.0
2009-05-07;croissant simple;121.0;0.0;0.0
2009-05-07;milhojas frambuesa;12.0;0.0;0.0
2009-05-07;mousse tres chocolates;1.0;0.0;0.0
2009-05-07;palmera chocolate;45.0;0.0;0.0
2009-05-07;postre de fresas y mascarpone;43.0;0.0;0.0
2009-05-07;tarta de manzana;10.0;0.0;0.0
2009-05-07;tarta opera;0.0;0.0;0.0
2009-05-07;tortel;241.0;0.0;0.0
2009-05-08;baguette;88.0;0.0;0.0
2009-05-08;croissant petit;102.0;0.0;0.0
2009-05-08;croissant simple;195.0;0.0;0.0
2009-05-08;milhojas frambuesa;13.0;0.0;0.0
2009-05-08;mousse tres chocolates;1.0;0.0;0.0
2009-05-08;palmera chocolate;54.0;0.0;0.0
2009-05-08;postre de fresas y mascarpone;46.0;0.0;0.0
2009-05-08;tarta de manzana;12.0;0.0;0.0
2009-05-08;tarta opera;0.0;0.0;0.0
2009-05-08;tortel;256.0;0.0;0.0
2009-05-09;baguette;131.0;0.0;0.0
2009-05-09;croissant petit;84.0;0.0;0.0
2009-05-09;croissant simple;190.0;0.0;0.0
2009-05-09;milhojas frambuesa;44.0;0.0;0.0
2009-05-09;mousse tres chocolates;6.0;0.0;0.0
2009-05-09;palmera chocolate;71.0;0.0;0.0
2009-05-09;postre de fresas y mascarpone;74.0;0.0;0.0
2009-05-09;tarta de manzana;25.0;0.0;0.0
2009-05-09;tarta opera;2.0;0.0;0.0
2009-05-09;tortel;299.0;0.0;0.0
2009-05-10;baguette;173.0;0.0;0.0
2009-05-10;croissant petit;89.0;0.0;0.0
2009-05-10;croissant simple;154.0;0.0;0.0
2009-05-10;milhojas frambuesa;40.0;0.0;0.0
2009-05-10;mousse tres chocolates;2.0;0.0;0.0
2009-05-10;palmera chocolate;64.0;0.0;0.0
2009-05-10;postre de fresas y mascarpone;50.0;0.0;0.0
2009-05-10;tarta de manzana;22.0;0.0;0.0
2009-05-10;tarta opera;0.0;0.0;0.0
2009-05-10;tortel;227.0;0.0;0.0
2009-05-11;baguette;70.0;0.0;0.0
2009-05-11;croissant petit;104.0;0.0;0.0
2009-05-11;croissant simple;147.0;0.0;0.0
2009-05-11;milhojas frambuesa;10.0;0.0;0.0
2009-05-11;mousse tres chocolates;0.0;0.0;0.0
2009-05-11;palmera chocolate;38.0;0.0;0.0
2009-05-11;postre de fresas y mascarpone;37.0;0.0;0.0
2009-05-11;tarta de manzana;11.0;0.0;0.0
2009-05-11;tarta opera;0.0;0.0;0.0
2009-05-11;tortel;250.0;0.0;0.0
2009-05-12;baguette;55.0;0.0;0.0
2009-05-12;croissant petit;80.0;0.0;0.0
2009-05-12;croissant simple;145.0;0.0;0.0
2009-05-12;milhojas frambuesa;10.0;0.0;0.0
2009-05-12;mousse tres chocolates;0.0;0.0;0.0
2009-05-12;palmera chocolate;43.0;0.0;0.0
2009-05-12;postre de fresas y mascarpone;36.0;0.0;0.0
2009-05-12;tarta de manzana;7.0;0.0;0.0
2009-05-12;tarta opera;0.0;0.0;0.0
2009-05-12;tortel;182.0;0.0;0.0
2009-05-13;baguette;68.0;0.0;0.0
2009-05-13;croissant petit;105.0;0.0;0.0
2009-05-13;croissant simple;133.0;0.0;0.0
2009-05-13;milhojas frambuesa;8.0;0.0;0.0
2009-05-13;mousse tres chocolates;0.0;0.0;0.0
2009-05-13;palmera chocolate;39.0;0.0;0.0
2009-05-13;postre de fresas y mascarpone;41.0;0.0;0.0
2009-05-13;tarta de manzana;10.0;0.0;0.0
2009-05-13;tarta opera;0.0;0.0;0.0
2009-05-13;tortel;222.0;0.0;0.0
2009-05-14;baguette;88.0;0.0;0.0
2009-05-14;croissant petit;123.0;0.0;0.0
2009-05-14;croissant simple;176.0;0.0;0.0
2009-05-14;milhojas frambuesa;13.0;0.0;0.0
2009-05-14;mousse tres chocolates;0.0;0.0;0.0
2009-05-14;palmera chocolate;49.0;0.0;0.0
2009-05-14;postre de fresas y mascarpone;28.0;0.0;0.0
2009-05-14;tarta de manzana;8.0;0.0;0.0
2009-05-14;tarta opera;0.0;0.0;0.0
2009-05-14;tortel;276.0;0.0;0.0
2009-05-15;baguette;162.0;0.0;0.0
2009-05-15;croissant petit;100.0;0.0;0.0
2009-05-15;croissant simple;178.0;0.0;0.0
2009-05-15;milhojas frambuesa;29.0;0.0;0.0
2009-05-15;mousse tres chocolates;1.0;0.0;0.0
2009-05-15;palmera chocolate;63.0;0.0;0.0
2009-05-15;postre de fresas y mascarpone;44.0;0.0;0.0
2009-05-15;tarta de manzana;18.0;0.0;0.0
2009-05-15;tarta opera;0.0;0.0;0.0
2009-05-15;tortel;294.0;0.0;0.0
2009-05-16;baguette;94.0;0.0;0.0
2009-05-16;croissant petit;65.0;0.0;0.0
2009-05-16;croissant simple;162.0;0.0;0.0
2009-05-16;milhojas frambuesa;21.0;0.0;0.0
2009-05-16;mousse tres chocolates;1.0;0.0;0.0
2009-05-16;palmera chocolate;66.0;0.0;0.0
2009-05-16;postre de fresas y mascarpone;52.0;0.0;0.0
2009-05-16;tarta de manzana;16.0;0.0;0.0
2009-05-16;tarta opera;0.0;0.0;0.0
2009-05-16;tortel;252.0;0.0;0.0
2009-05-17;baguette;153.0;0.0;0.0
2009-05-17;croissant petit;67.0;0.0;0.0
2009-05-17;croissant simple;128.0;0.0;0.0
2009-05-17;milhojas frambuesa;28.0;0.0;0.0
2009-05-17;mousse tres chocolates;0.0;0.0;0.0
2009-05-17;palmera chocolate;50.0;0.0;0.0
2009-05-17;postre de fresas y mascarpone;52.0;0.0;0.0
2009-05-17;tarta de manzana;16.0;0.0;0.0
2009-05-17;tarta opera;0.0;0.0;0.0
2009-05-17;tortel;197.0;0.0;0.0
2009-05-18;baguette;49.0;0.0;0.0
2009-05-18;croissant petit;68.0;0.0;0.0
2009-05-18;croissant simple;101.0;0.0;0.0
2009-05-18;milhojas frambuesa;9.0;0.0;0.0
2009-05-18;mousse tres chocolates;0.0;0.0;0.0
2009-05-18;palmera chocolate;38.0;0.0;0.0
2009-05-18;postre de fresas y mascarpone;21.0;0.0;0.0
2009-05-18;tarta de manzana;7.0;0.0;0.0
2009-05-18;tarta opera;0.0;0.0;0.0
2009-05-18;tortel;165.0;0.0;0.0
2009-05-19;baguette;57.0;0.0;0.0
2009-05-19;croissant petit;94.0;0.0;0.0
2009-05-19;croissant simple;115.0;0.0;0.0
2009-05-19;milhojas frambuesa;7.0;0.0;0.0
2009-05-19;mousse tres chocolates;1.0;0.0;0.0
2009-05-19;palmera chocolate;25.0;0.0;0.0
2009-05-19;postre de fresas y mascarpone;35.0;0.0;0.0
2009-05-19;tarta de manzana;8.0;0.0;0.0
2009-05-19;tarta opera;0.0;0.0;0.0
2009-05-19;tortel;174.0;0.0;0.0
2009-05-20;baguette;56.0;0.0;0.0
2009-05-20;croissant petit;83.0;0.0;0.0
2009-05-20;croissant simple;133.0;0.0;0.0
2009-05-20;milhojas frambuesa;13.0;0.0;0.0
2009-05-20;mousse tres chocolates;1.0;0.0;0.0
2009-05-20;palmera chocolate;39.0;0.0;0.0
2009-05-20;postre de fresas y mascarpone;40.0;0.0;0.0
2009-05-20;tarta de manzana;8.0;0.0;0.0
2009-05-20;tarta opera;0.0;0.0;0.0
2009-05-20;tortel;171.0;0.0;0.0
2009-05-21;baguette;67.0;0.0;0.0
2009-05-21;croissant petit;100.0;0.0;0.0
2009-05-21;croissant simple;153.0;0.0;0.0
2009-05-21;milhojas frambuesa;10.0;0.0;0.0
2009-05-21;mousse tres chocolates;0.0;0.0;0.0
2009-05-21;palmera chocolate;38.0;0.0;0.0
2009-05-21;postre de fresas y mascarpone;42.0;0.0;0.0
2009-05-21;tarta de manzana;7.0;0.0;0.0
2009-05-21;tarta opera;0.0;0.0;0.0
2009-05-21;tortel;206.0;0.0;0.0
2009-05-22;baguette;90.0;0.0;0.0
2009-05-22;croissant petit;119.0;0.0;0.0
2009-05-22;croissant simple;183.0;0.0;0.0
2009-05-22;milhojas frambuesa;14.0;0.0;0.0
2009-05-22;mousse tres chocolates;1.0;0.0;0.0
2009-05-22;palmera chocolate;44.0;0.0;0.0
2009-05-22;postre de fresas y mascarpone;53.0;0.0;0.0
2009-05-22;tarta de manzana;11.0;0.0;0.0
2009-05-22;tarta opera;0.0;0.0;0.0
2009-05-22;tortel;284.0;0.0;0.0
2009-05-23;baguette;117.0;0.0;0.0
2009-05-23;croissant petit;100.0;0.0;0.0
2009-05-23;croissant simple;134.0;0.0;0.0
2009-05-23;milhojas frambuesa;36.0;0.0;0.0
2009-05-23;mousse tres chocolates;5.0;0.0;0.0
2009-05-23;palmera chocolate;61.0;0.0;0.0
2009-05-23;postre de fresas y mascarpone;61.0;0.0;0.0
2009-05-23;tarta de manzana;22.0;0.0;0.0
2009-05-23;tarta opera;2.0;0.0;0.0
2009-05-23;tortel;254.0;0.0;0.0
2009-05-24;baguette;178.0;0.0;0.0
2009-05-24;croissant petit;67.0;0.0;0.0
2009-05-24;croissant simple;161.0;0.0;0.0
2009-05-24;milhojas frambuesa;41.0;0.0;0.0
2009-05-24;mousse tres chocolates;0.0;0.0;0.0
2009-05-24;palmera chocolate;56.0;0.0;0.0
2009-05-24;postre de fresas y mascarpone;56.0;0.0;0.0
2009-05-24;tarta de manzana;22.0;0.0;0.0
2009-05-24;tarta opera;0.0;0.0;0.0
2009-05-24;tortel;311.0;0.0;0.0
2009-05-25;baguette;62.0;0.0;0.0
2009-05-25;croissant petit;103.0;0.0;0.0
2009-05-25;croissant simple;139.0;0.0;0.0
2009-05-25;milhojas frambuesa;8.0;0.0;0.0
2009-05-25;mousse tres chocolates;0.0;0.0;0.0
2009-05-25;palmera chocolate;46.0;0.0;0.0
2009-05-25;postre de fresas y mascarpone;34.0;0.0;0.0
2009-05-25;tarta de manzana;9.0;0.0;0.0
2009-05-25;tarta opera;0.0;0.0;0.0
2009-05-25;tortel;178.0;0.0;0.0
2009-05-26;baguette;67.0;0.0;0.0
2009-05-26;croissant petit;106.0;0.0;0.0
2009-05-26;croissant simple;150.0;0.0;0.0
2009-05-26;milhojas frambuesa;9.0;0.0;0.0
2009-05-26;mousse tres chocolates;0.0;0.0;0.0
2009-05-26;palmera chocolate;45.0;0.0;0.0
2009-05-26;postre de fresas y mascarpone;44.0;0.0;0.0
2009-05-26;tarta de manzana;10.0;0.0;0.0
2009-05-26;tarta opera;0.0;0.0;0.0
2009-05-26;tortel;207.0;0.0;0.0
2009-05-27;baguette;76.0;0.0;0.0
2009-05-27;croissant petit;108.0;0.0;0.0
2009-05-27;croissant simple;143.0;0.0;0.0
2009-05-27;milhojas frambuesa;11.0;0.0;0.0
2009-05-27;mousse tres chocolates;0.0;0.0;0.0
2009-05-27;palmera chocolate;49.0;0.0;0.0
2009-05-27;postre de fresas y mascarpone;38.0;0.0;0.0
2009-05-27;tarta de manzana;7.0;0.0;0.0
2009-05-27;tarta opera;0.0;0.0;0.0
2009-05-27;tortel;204.0;0.0;0.0
2009-05-28;baguette;74.0;0.0;0.0
2009-05-28;croissant petit;144.0;0.0;0.0
2009-05-28;croissant simple;158.0;0.0;0.0
2009-05-28;milhojas frambuesa;11.0;0.0;0.0
2009-05-28;mousse tres chocolates;0.0;0.0;0.0
2009-05-28;palmera chocolate;68.0;0.0;0.0
2009-05-28;postre de fresas y mascarpone;26.0;0.0;0.0
2009-05-28;tarta de manzana;9.0;0.0;0.0
2009-05-28;tarta opera;0.0;0.0;0.0
2009-05-28;tortel;245.0;0.0;0.0
2009-05-29;baguette;99.0;0.0;0.0
2009-05-29;croissant petit;150.0;0.0;0.0
2009-05-29;croissant simple;167.0;0.0;0.0
2009-05-29;milhojas frambuesa;16.0;0.0;0.0
2009-05-29;mousse tres chocolates;1.0;0.0;0.0
2009-05-29;palmera chocolate;57.0;0.0;0.0
2009-05-29;postre de fresas y mascarpone;48.0;0.0;0.0
2009-05-29;tarta de manzana;13.0;0.0;0.0
2009-05-29;tarta opera;1.0;0.0;0.0
2009-05-29;tortel;308.0;0.0;0.0
2009-05-30;baguette;131.0;0.0;0.0
2009-05-30;croissant petit;118.0;0.0;0.0
2009-05-30;croissant simple;214.0;0.0;0.0
2009-05-30;milhojas frambuesa;32.0;0.0;0.0
2009-05-30;mousse tres chocolates;1.0;0.0;0.0
2009-05-30;palmera chocolate;70.0;0.0;0.0
2009-05-30;postre de fresas y mascarpone;63.0;0.0;0.0
2009-05-30;tarta de manzana;25.0;0.0;0.0
2009-05-30;tarta opera;0.0;0.0;0.0
2009-05-30;tortel;271.0;0.0;0.0
2009-05-31;baguette;178.0;0.0;0.0
2009-05-31;croissant petit;83.0;0.0;0.0
2009-05-31;croissant simple;163.0;0.0;0.0
2009-05-31;milhojas frambuesa;36.0;0.0;0.0
2009-05-31;mousse tres chocolates;0.0;0.0;0.0
2009-05-31;palmera chocolate;61.0;0.0;0.0
2009-05-31;postre de fresas y mascarpone;61.0;0.0;0.0
2009-05-31;tarta de manzana;23.0;0.0;0.0
2009-05-31;tarta opera;0.0;0.0;0.0
2009-05-31;tortel;240.0;0.0;0.0
2009-06-01;baguette;64.0;0.0;0.0
2009-06-01;croissant petit;82.0;0.0;0.0
2009-06-01;croissant simple;123.0;0.0;0.0
2009-06-01;milhojas frambuesa;7.0;0.0;0.0
2009-06-01;mousse tres chocolates;0.0;0.0;0.0
2009-06-01;palmera chocolate;36.0;0.0;0.0
2009-06-01;postre de fresas y mascarpone;41.0;0.0;0.0
2009-06-01;tarta de manzana;10.0;0.0;0.0
2009-06-01;tarta opera;0.0;0.0;0.0
2009-06-01;tortel;164.0;0.0;0.0
2009-06-02;baguette;70.0;0.0;0.0
2009-06-02;croissant petit;102.0;0.0;0.0
2009-06-02;croissant simple;145.0;0.0;0.0
2009-06-02;milhojas frambuesa;10.0;0.0;0.0
2009-06-02;mousse tres chocolates;0.0;0.0;0.0
2009-06-02;palmera chocolate;25.0;0.0;0.0
2009-06-02;postre de fresas y mascarpone;35.0;0.0;0.0
2009-06-02;tarta de manzana;9.0;0.0;0.0
2009-06-02;tarta opera;0.0;0.0;0.0
2009-06-02;tortel;127.0;0.0;0.0
2009-06-03;baguette;68.0;0.0;0.0
2009-06-03;croissant petit;104.0;0.0;0.0
2009-06-03;croissant simple;130.0;0.0;0.0
2009-06-03;milhojas frambuesa;10.0;0.0;0.0
2009-06-03;mousse tres chocolates;0.0;0.0;0.0
2009-06-03;palmera chocolate;32.0;0.0;0.0
2009-06-03;postre de fresas y mascarpone;33.0;0.0;0.0
2009-06-03;tarta de manzana;7.0;0.0;0.0
2009-06-03;tarta opera;0.0;0.0;0.0
2009-06-03;tortel;216.0;0.0;0.0
2009-06-04;baguette;66.0;0.0;0.0
2009-06-04;croissant petit;109.0;0.0;0.0
2009-06-04;croissant simple;133.0;0.0;0.0
2009-06-04;milhojas frambuesa;10.0;0.0;0.0
2009-06-04;mousse tres chocolates;3.0;0.0;0.0
2009-06-04;palmera chocolate;39.0;0.0;0.0
2009-06-04;postre de fresas y mascarpone;23.0;0.0;0.0
2009-06-04;tarta de manzana;9.0;0.0;0.0
2009-06-04;tarta opera;0.0;0.0;0.0
2009-06-04;tortel;209.0;0.0;0.0
2009-06-05;baguette;90.0;0.0;0.0
2009-06-05;croissant petit;122.0;0.0;0.0
2009-06-05;croissant simple;174.0;0.0;0.0
2009-06-05;milhojas frambuesa;13.0;0.0;0.0
2009-06-05;mousse tres chocolates;2.0;0.0;0.0
2009-06-05;palmera chocolate;38.0;0.0;0.0
2009-06-05;postre de fresas y mascarpone;33.0;0.0;0.0
2009-06-05;tarta de manzana;12.0;0.0;0.0
2009-06-05;tarta opera;2.0;0.0;0.0
2009-06-05;tortel;251.0;0.0;0.0
2009-06-06;baguette;128.0;0.0;0.0
2009-06-06;croissant petit;128.0;0.0;0.0
2009-06-06;croissant simple;154.0;0.0;0.0
2009-06-06;milhojas frambuesa;38.0;0.0;0.0
2009-06-06;mousse tres chocolates;3.0;0.0;0.0
2009-06-06;palmera chocolate;62.0;0.0;0.0
2009-06-06;postre de fresas y mascarpone;64.0;0.0;0.0
2009-06-06;tarta de manzana;22.0;0.0;0.0
2009-06-06;tarta opera;0.0;0.0;0.0
2009-06-06;tortel;227.0;0.0;0.0
2009-06-07;baguette;160.0;0.0;0.0
2009-06-07;croissant petit;92.0;0.0;0.0
2009-06-07;croissant simple;146.0;0.0;0.0
2009-06-07;milhojas frambuesa;37.0;0.0;0.0
2009-06-07;mousse tres chocolates;1.0;0.0;0.0
2009-06-07;palmera chocolate;54.0;0.0;0.0
2009-06-07;postre de fresas y mascarpone;38.0;0.0;0.0
2009-06-07;tarta de manzana;23.0;0.0;0.0
2009-06-07;tarta opera;0.0;0.0;0.0
2009-06-07;tortel;245.0;0.0;0.0
2009-06-08;baguette;61.0;0.0;0.0
2009-06-08;croissant petit;88.0;0.0;0.0
2009-06-08;croissant simple;152.0;0.0;0.0
2009-06-08;milhojas frambuesa;6.0;0.0;0.0
2009-06-08;mousse tres chocolates;0.0;0.0;0.0
2009-06-08;palmera chocolate;37.0;0.0;0.0
2009-06-08;postre de fresas y mascarpone;32.0;0.0;0.0
2009-06-08;tarta de manzana;8.0;0.0;0.0
2009-06-08;tarta opera;0.0;0.0;0.0
2009-06-08;tortel;201.0;0.0;0.0
2009-06-09;baguette;64.0;0.0;0.0
2009-06-09;croissant petit;98.0;0.0;0.0
2009-06-09;croissant simple;158.0;0.0;0.0
2009-06-09;milhojas frambuesa;10.0;0.0;0.0
2009-06-09;mousse tres chocolates;0.0;0.0;0.0
2009-06-09;palmera chocolate;58.0;0.0;0.0
2009-06-09;postre de fresas y mascarpone;34.0;0.0;0.0
2009-06-09;tarta de manzana;8.0;0.0;0.0
2009-06-09;tarta opera;0.0;0.0;0.0
2009-06-09;tortel;215.0;0.0;0.0
2009-06-10;baguette;90.0;0.0;0.0
2009-06-10;croissant petit;121.0;0.0;0.0
2009-06-10;croissant simple;175.0;0.0;0.0
2009-06-10;milhojas frambuesa;11.0;0.0;0.0
2009-06-10;mousse tres chocolates;0.0;0.0;0.0
2009-06-10;palmera chocolate;39.0;0.0;0.0
2009-06-10;postre de fresas y mascarpone;38.0;0.0;0.0
2009-06-10;tarta de manzana;11.0;0.0;0.0
2009-06-10;tarta opera;0.0;0.0;0.0
2009-06-10;tortel;293.0;0.0;0.0
2009-06-11;baguette;151.0;0.0;0.0
2009-06-11;croissant petit;87.0;0.0;0.0
2009-06-11;croissant simple;154.0;0.0;0.0
2009-06-11;milhojas frambuesa;23.0;0.0;0.0
2009-06-11;mousse tres chocolates;1.0;0.0;0.0
2009-06-11;palmera chocolate;50.0;0.0;0.0
2009-06-11;postre de fresas y mascarpone;46.0;0.0;0.0
2009-06-11;tarta de manzana;16.0;0.0;0.0
2009-06-11;tarta opera;0.0;0.0;0.0
2009-06-11;tortel;217.0;0.0;0.0
2009-06-12;baguette;100.0;0.0;0.0
2009-06-12;croissant petit;83.0;0.0;0.0
2009-06-12;croissant simple;158.0;0.0;0.0
2009-06-12;milhojas frambuesa;17.0;0.0;0.0
2009-06-12;mousse tres chocolates;0.0;0.0;0.0
2009-06-12;palmera chocolate;48.0;0.0;0.0
2009-06-12;postre de fresas y mascarpone;38.0;0.0;0.0
2009-06-12;tarta de manzana;12.0;0.0;0.0
2009-06-12;tarta opera;0.0;0.0;0.0
2009-06-12;tortel;250.0;0.0;0.0
2009-06-13;baguette;95.0;0.0;0.0
2009-06-13;croissant petit;64.0;0.0;0.0
2009-06-13;croissant simple;105.0;0.0;0.0
2009-06-13;milhojas frambuesa;34.0;0.0;0.0
2009-06-13;mousse tres chocolates;2.0;0.0;0.0
2009-06-13;palmera chocolate;52.0;0.0;0.0
2009-06-13;postre de fresas y mascarpone;54.0;0.0;0.0
2009-06-13;tarta de manzana;17.0;0.0;0.0
2009-06-13;tarta opera;3.0;0.0;0.0
2009-06-13;tortel;195.0;0.0;0.0
2009-06-14;baguette;119.0;0.0;0.0
2009-06-14;croissant petit;54.0;0.0;0.0
2009-06-14;croissant simple;94.0;0.0;0.0
2009-06-14;milhojas frambuesa;23.0;0.0;0.0
2009-06-14;mousse tres chocolates;1.0;0.0;0.0
2009-06-14;palmera chocolate;43.0;0.0;0.0
2009-06-14;postre de fresas y mascarpone;48.0;0.0;0.0
2009-06-14;tarta de manzana;19.0;0.0;0.0
2009-06-14;tarta opera;1.0;0.0;0.0
2009-06-14;tortel;144.0;0.0;0.0
2009-06-15;baguette;59.0;0.0;0.0
2009-06-15;croissant petit;67.0;0.0;0.0
2009-06-15;croissant simple;117.0;0.0;0.0
2009-06-15;milhojas frambuesa;7.0;0.0;0.0
2009-06-15;mousse tres chocolates;2.0;0.0;0.0
2009-06-15;palmera chocolate;33.0;0.0;0.0
2009-06-15;postre de fresas y mascarpone;11.0;0.0;0.0
2009-06-15;tarta de manzana;8.0;0.0;0.0
2009-06-15;tarta opera;0.0;0.0;0.0
2009-06-15;tortel;157.0;0.0;0.0
2009-06-16;baguette;55.0;0.0;0.0
2009-06-16;croissant petit;77.0;0.0;0.0
2009-06-16;croissant simple;114.0;0.0;0.0
2009-06-16;milhojas frambuesa;9.0;0.0;0.0
2009-06-16;mousse tres chocolates;1.0;0.0;0.0
2009-06-16;palmera chocolate;37.0;0.0;0.0
2009-06-16;postre de fresas y mascarpone;39.0;0.0;0.0
2009-06-16;tarta de manzana;9.0;0.0;0.0
2009-06-16;tarta opera;0.0;0.0;0.0
2009-06-16;tortel;157.0;0.0;0.0
2009-06-17;baguette;64.0;0.0;0.0
2009-06-17;croissant petit;114.0;0.0;0.0
2009-06-17;croissant simple;127.0;0.0;0.0
2009-06-17;milhojas frambuesa;9.0;0.0;0.0
2009-06-17;mousse tres chocolates;0.0;0.0;0.0
2009-06-17;palmera chocolate;33.0;0.0;0.0
2009-06-17;postre de fresas y mascarpone;34.0;0.0;0.0
2009-06-17;tarta de manzana;9.0;0.0;0.0
2009-06-17;tarta opera;0.0;0.0;0.0
2009-06-17;tortel;168.0;0.0;0.0
2009-06-18;baguette;65.0;0.0;0.0
2009-06-18;croissant petit;114.0;0.0;0.0
2009-06-18;croissant simple;175.0;0.0;0.0
2009-06-18;milhojas frambuesa;11.0;0.0;0.0
2009-06-18;mousse tres chocolates;0.0;0.0;0.0
2009-06-18;palmera chocolate;31.0;0.0;0.0
2009-06-18;postre de fresas y mascarpone;37.0;0.0;0.0
2009-06-18;tarta de manzana;8.0;0.0;0.0
2009-06-18;tarta opera;0.0;0.0;0.0
2009-06-18;tortel;186.0;0.0;0.0
2009-06-19;baguette;90.0;0.0;0.0
2009-06-19;croissant petit;106.0;0.0;0.0
2009-06-19;croissant simple;164.0;0.0;0.0
2009-06-19;milhojas frambuesa;12.0;0.0;0.0
2009-06-19;mousse tres chocolates;1.0;0.0;0.0
2009-06-19;palmera chocolate;32.0;0.0;0.0
2009-06-19;postre de fresas y mascarpone;45.0;0.0;0.0
2009-06-19;tarta de manzana;12.0;0.0;0.0
2009-06-19;tarta opera;1.0;0.0;0.0
2009-06-19;tortel;221.0;0.0;0.0
2009-06-20;baguette;128.0;0.0;0.0
2009-06-20;croissant petit;69.0;0.0;0.0
2009-06-20;croissant simple;159.0;0.0;0.0
2009-06-20;milhojas frambuesa;36.0;0.0;0.0
2009-06-20;mousse tres chocolates;3.0;0.0;0.0
2009-06-20;palmera chocolate;47.0;0.0;0.0
2009-06-20;postre de fresas y mascarpone;51.0;0.0;0.0
2009-06-20;tarta de manzana;22.0;0.0;0.0
2009-06-20;tarta opera;1.0;0.0;0.0
2009-06-20;tortel;206.0;0.0;0.0
2009-06-21;baguette;152.0;0.0;0.0
2009-06-21;croissant petit;68.0;0.0;0.0
2009-06-21;croissant simple;137.0;0.0;0.0
2009-06-21;milhojas frambuesa;24.0;0.0;0.0
2009-06-21;mousse tres chocolates;4.0;0.0;0.0
2009-06-21;palmera chocolate;37.0;0.0;0.0
2009-06-21;postre de fresas y mascarpone;56.0;0.0;0.0
2009-06-21;tarta de manzana;17.0;0.0;0.0
2009-06-21;tarta opera;0.0;0.0;0.0
2009-06-21;tortel;174.0;0.0;0.0
2009-06-22;baguette;71.0;0.0;0.0
2009-06-22;croissant petit;98.0;0.0;0.0
2009-06-22;croissant simple;133.0;0.0;0.0
2009-06-22;milhojas frambuesa;10.0;0.0;0.0
2009-06-22;mousse tres chocolates;0.0;0.0;0.0
2009-06-22;palmera chocolate;17.0;0.0;0.0
2009-06-22;postre de fresas y mascarpone;33.0;0.0;0.0
2009-06-22;tarta de manzana;8.0;0.0;0.0
2009-06-22;tarta opera;0.0;0.0;0.0
2009-06-22;tortel;187.0;0.0;0.0
2009-06-23;baguette;60.0;0.0;0.0
2009-06-23;croissant petit;94.0;0.0;0.0
2009-06-23;croissant simple;98.0;0.0;0.0
2009-06-23;milhojas frambuesa;8.0;0.0;0.0
2009-06-23;mousse tres chocolates;1.0;0.0;0.0
2009-06-23;palmera chocolate;44.0;0.0;0.0
2009-06-23;postre de fresas y mascarpone;39.0;0.0;0.0
2009-06-23;tarta de manzana;9.0;0.0;0.0
2009-06-23;tarta opera;0.0;0.0;0.0
2009-06-23;tortel;154.0;0.0;0.0
2009-06-24;baguette;61.0;0.0;0.0
2009-06-24;croissant petit;99.0;0.0;0.0
2009-06-24;croissant simple;111.0;0.0;0.0
2009-06-24;milhojas frambuesa;14.0;0.0;0.0
2009-06-24;mousse tres chocolates;0.0;0.0;0.0
2009-06-24;palmera chocolate;21.0;0.0;0.0
2009-06-24;postre de fresas y mascarpone;27.0;0.0;0.0
2009-06-24;tarta de manzana;9.0;0.0;0.0
2009-06-24;tarta opera;0.0;0.0;0.0
2009-06-24;tortel;167.0;0.0;0.0
2009-06-25;baguette;76.0;0.0;0.0
2009-06-25;croissant petit;112.0;0.0;0.0
2009-06-25;croissant simple;119.0;0.0;0.0
2009-06-25;milhojas frambuesa;10.0;0.0;0.0
2009-06-25;mousse tres chocolates;0.0;0.0;0.0
2009-06-25;palmera chocolate;33.0;0.0;0.0
2009-06-25;postre de fresas y mascarpone;37.0;0.0;0.0
2009-06-25;tarta de manzana;13.0;0.0;0.0
2009-06-25;tarta opera;0.0;0.0;0.0
2009-06-25;tortel;186.0;0.0;0.0
2009-06-26;baguette;96.0;0.0;0.0
2009-06-26;croissant petit;88.0;0.0;0.0
2009-06-26;croissant simple;11.0;0.0;0.0
2009-06-26;milhojas frambuesa;14.0;0.0;0.0
2009-06-26;mousse tres chocolates;0.0;0.0;0.0
